image,description,tags,task
processed_preferences_images\5b67ea3f3be56f20c3e2d0d0e325f313_nobg.png,chaqueta deportiva ajustada negra con cierre en estilo deportivo. top corto blanco ajustado en estilo deportivo. short ciclista negro de tiro alto en estilo deportivo. zapatillas deportivas blancas con medias blancas en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\45cd8e5909cf7c98c3b2d1e19b7cf042_nobg.png,chaqueta deportiva blanca con cierre en estilo deportivo. top corto blanco en estilo deportivo. pantalones yoga negros flare de tiro alto en estilo deportivo. zapatillas deportivas grises y gorra negra en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\506a36c95f40fd7637f85c4db063458f_nobg.png,top ajustado negro sin mangas en estilo deportivo. leggings negros de tiro alto en estilo deportivo. zapatillas blancas en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\1ddd3c7b2cfebfe2df315b5606587e37_nobg.png,buzo corto negro con mangas largas en estilo deportivo. short ciclistas negros de tiro alto en estilo deportivo. zapatillas chunky blancas en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\24354a082ad6c5d43575d3c34a608609_nobg.png,top corto azul en estilo deportivo. joggers azules sueltos de tiro bajo en estilo deportivo. zapatillas blancas en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\b40ba08b7001f5cc1e8d1775ddbb7028_nobg.png,chaqueta blanca oversized con cierre y detalle de rayas verdes en estilo deportivo y streetwear.,"Estilos: deportivo, streetwear",estilos
processed_preferences_images\43583a1d85c9b32180fa7e1444ee43f5_nobg.png,top corto ajustado blanco con mangas largas en estilo deportivo. short ciclistas azul marino de tiro alto en estilo deportivo. zapatillas blancas y moradas en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\dc9db36790a30b9590ea5e824195b2a6_nobg.png,top crop azul con tirantes en estilo deportivo. leggings azules seamless de tiro alto en estilo deportivo. zapatillas chunky beige en estilo deportivo. gorra de béisbol verde en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\916810522cb0b6dcc79c1c9e84afdd2b_nobg.png,pantalones deportivos oversize gris wide leg en estilo streetwear y deportivo. zapatillas chunky negras en estilo streetwear.,"Estilos: deportivo, streetwear",estilos
processed_preferences_images\598a5f2155e44aff917683bc16cd27c6_nobg.png,top bralette gris con tirantes finos en estilo deportivo. short gris de tiro alto en estilo deportivo. zapatillas deportivas blancas con medias en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\432fef879786d9532a648988325cf15d_nobg.png,top deportivo negro con tirantes en estilo deportivo. short para correr rojo en estilo deportivo. medias deportivas y zapatillas blancas en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\a3100aa8f5d562f57c28182d060ddfb6_nobg.png,top crop negro de cuello alto en estilo deportivo y minimalista. short deportivos gris con cintura elástica en estilo deportivo. medias a rayas blancas y negras con zapatillas chunky en estilo deportivo. bolso tote blanco oversized en estilo streetwear.,"Estilos: deportivo, minimalista, streetwear",estilos
processed_preferences_images\9a42495fbda56031327f4539ea7b3c14_nobg.png,chaqueta deportiva azul con cierre en estilo deportivo. short ciclista negro de tiro alto en estilo deportivo. zapatillas blancas con medias en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\fbcdcedc0fce04ffc6e1422284527af4_nobg.png,buzo borgoña oversized en estilo deportivo. short ciclista borgoña de tiro alto en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\963060498f36c659bd5bccc9399c5c49_nobg.png,unitard ajustado verde con borde blanco en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\2d00f9cf73ee14a72397da24845819b1_nobg.png,top deportivo gris oscuro seamless. short ciclista seamless a juego de tiro alto en estilo deportivo. zapatillas chunky blancas en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\8c36a652cdee4dc79c8a8df70b946f9a_nobg.png,top corto blanco racerback en estilo deportivo. short adidas negro de talle alto con rayas blancas en estilo deportivo. zapatillas blancas en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\81ef4c889de503e2cdb8635129cddbb9_nobg.png,top corto gris claro ajustado en estilo deportivo. short beige tipo biker de talle alto en estilo deportivo. medias blancas hasta el tobillo con zapatillas atléticas en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\fad66e1475b1dc6eea87f92367f39342_nobg.png,musculosa negra con escote redondo en estilo deportivo. short lavanda con cintura elástica en estilo deportivo. zapatillas gris new balance en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\d5cbf4b101c1bb2fcc16c3440e1a6514_nobg.png,musculosa blanca con escote redondo en estilo minimalista. pantalones gris de talle alto wide leg en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\c503bbe3dc14d1143a858cc22998df52_nobg.png,top corset beige sin tirantes con cordones laterales en estilo night out.,Estilos: salir de noche,estilos
processed_preferences_images\c503bbe3dc14d1143a858cc22998df52_nobg.png,panatlon streetwear de jean liso azul wide leg de tiro bajo.,Estilos: streetwear,estilos
processed_preferences_images\8a375a79ddef3f5dd316f591ec2b2781_nobg.png,top marrón sin mangas con cuello alto en estilo minimalista. jean liso azul claro wide leg de talle alto en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\899f2d0dbda2f93d612a99d123cf16ff_nobg.png,top negro ajustado sin mangas en estilo minimalista. pantalon de jean liso azul acampanados con cinturón ancho negro de talle alto en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\89988a9f91a80cbbd8afd6b5c893e87d_nobg.png,chaleco blanco sin mangas con botones al frente en estilo minimalista. pantalon minimalista de jean liso azul claro wide leg de talle alto.,Estilos: minimalista,estilos
processed_preferences_images\bb2d4385dbf4d9f0d29f788b90684677_nobg.png,pantalones sastre azul marino en estilo deportivo. top corto ajustado blanco en estilo deportivo. camisa oversized azul claro en estilo deportivo. zapatillas blancas en estilo deportivo.,Estilos: deportivo,estilos
processed_preferences_images\101798ebffa6ea529b6863f52b6b3fe0_nobg.png,blusa blanca de lino con nudo al frente en estilo minimalista. pantalon de jean minimalista liso mid-wash wide leg.,Estilos: minimalista,estilos
processed_preferences_images\4968e8df0b435235e58c4b713920febb_nobg.png,remera azul marino de cuello redondo en estilo minimalista. pantalon de jean liso oscuro straight leg en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\9c1644b503e1db2549f6cd0ce4b3ff93_nobg.png,chaleco de lino blanco en estilo minimalista y old money. pantalones plisados blancos wide leg en estilo minimalista y old money. cinturón negro.,"Estilos: minimalista, old money",estilos
processed_preferences_images\a992b689bd9eb39741e27aa51c195b31_nobg.png,vestido largo blanco fruncido en estilo coquette. ballerinas blancas en estilo coquette.,Estilos: coquette,estilos
processed_preferences_images\5ede25d14338481523b0b6b16471ee26_nobg.png,sweater oversized azul marino en estilo minimalista. pantalon de jean liso mid-wash wide leg en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\1795bb12a2b0c27ca4f1d13dfbbca980_nobg.png,top negro sin mangas con cuello alto en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\1795bb12a2b0c27ca4f1d13dfbbca980_nobg.png,short camel plisado tiro alto en estilo old money y minimalista.,"Estilos: minimalista, old money",estilos
processed_preferences_images\d8eed5f53ec0b5fcd4b2d1d821c57d69_nobg.png,top negro sin mangas en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\d8eed5f53ec0b5fcd4b2d1d821c57d69_nobg.png,pantalones blancos wide leg de talle alto en estilo minimalista y old money.,"Estilos: minimalista, old money",estilos
processed_preferences_images\20914e95d89a1071d065e1e0982992a2_nobg.png,top negro sin mangas en estilo minimalista. pantalones negros plisados de talle alto en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\ccc2f7167cc1eb67aa544c8949afce50_nobg.png,top negro sin mangas en estilo minimalista. pantalon de jean minimalista liso color off-white tapered y de tiro alto.,Estilos: minimalista,estilos
processed_preferences_images\d38414a38158aaaa7165b07135a338fb_nobg.png,top blanco sin mangas tejido en estilo minimalista y old money. pantalones beige wide leg en estilo minimalista y old money.,"Estilos: minimalista, old money",estilo
processed_preferences_images\c16600bbd1b79ebfab025d46ee8ae728_nobg.png,camisa oversized azul marino en estilo streetwear. pantalon de jean azul claro rotos en estilo streetwear con roturas.,Estilos: streetwear,estilos
processed_preferences_images\f8ec7136d2b3820aa4111a3b9c5231e5_nobg.png,top blanco sin mangas tejido en estilo minimalista y old money. pantalones verdes wide leg en estilo minimalista y old money.,"Estilos: minimalista, old money",estilos
processed_preferences_images\f33c4e5ff35fe55ba3e3b4f39528df8c_nobg.png,top verde salvia sin mangas en estilo minimalista. pollera denim azul claro de talle alto con abertura frontal en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\fbdc239fbea63d1c6aa9e0bc062aea80_nobg.png,top azul marino sin mangas con cuello alto en estilo minimalista. pantalones azul marino plisados de talle alto en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\3bbdb1094bdd89d313b47e3cda1b5e92_nobg.png,top blanco sin mangas con cuello alto en estilo minimalista. pollera minimalista de jean azul claro.,Estilos: minimalista,estilos
processed_preferences_images\0323450e0fbe53ad1c2cf9234b55444e_nobg.png,blazer oversized camel en estilo streetwear. minifalda pollera negra en estilo streetwear.,Estilos: streetwear,estilos
processed_preferences_images\dd1cfa27924a7f5b5950f69d024f0b74_nobg.png,blazer oversized gris en estilo minimalista. pantalon de jean liso azul claro wide leg en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\2e9b434bf4e0e233daa750bc974b1060_nobg.png,remera gris de cuello redondo en estilo streetwear y minimalista..,"Estilos: streetwear, minimalista",estilos
processed_preferences_images\2e9b434bf4e0e233daa750bc974b1060_nobg.png,pantalon de jean liso azul claro wide leg con puños en estilo streetwear y minimalista.,"Estilos: streetwear, minimalista",estilos
processed_preferences_images\905595c921bcef640d9c8255b60fff48_nobg.png,blazer oversized oliva en estilo minimalista. pantalones negros wide leg en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\6efec315f7f92b2ae546ccaf5b419e88_nobg.png,blazer sin mangas camel en estilo minimalista. pantalon de jean liso azul claro straight leg en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\958e547d7fcae89bb5befa547a11a793_nobg.png,top negro sin mangas con escote cuadrado en estilo minimalista y old money. short off-white de lino de talle alto en estilo minimalista y old money.,"Estilos: minimalista, old money",estilos
processed_preferences_images\bbba79bb1e182efccab5b34d4ad380bf_nobg.png,blazer oversized verde salvia en estilo streetwear y minimalista sobre top blanco minimalista.,"Estilos: streetwear, minimalista",estilos
processed_preferences_images\bbba79bb1e182efccab5b34d4ad380bf_nobg.png,bermuda azul claro en estilo streetwear.,"Estilos: streetwear, minimalista",estilos
processed_preferences_images\054a3c395f156dd8f641c4188ec4c321_nobg.png,pantalones marrones plisados tapered de talle alto en estilo old money y minimalista.,"Estilos: old money, minimalista",estilos
processed_preferences_images\876053d70ccc10891a15c0d7d60f0608_nobg.png,sweater oversized gris en estilo minimalista. pantalones blancos wide leg en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\6c68673a774c6981a90d0af48385fccc_nobg.png,blazer sin mangas oliva en estilo streetwear y minimalista. pollera midi negra en estilo minimalista y streetwear.,"Estilos: streetwear, minimalista",estilos
processed_preferences_images\619a4fa667d9152d2a2109dd8bd36664_nobg.png,musculosa negra en estilo streetwear y minimalista. pantalon de jean liso negro wide leg en estilo streetwear y minimalista.,"Estilos: streetwear, minimalista",estilos
processed_preferences_images\812f29042bb383f4be1bb845f2f70cf4_nobg.png,remera marrón de cuello redondo en estilo minimalista. pantalon minimalista de jean liso azul claro wide leg. cinturón marrón en estilo minimalista.,Estilos: minimalista,estilos
processed_preferences_images\jean-old-money1_nobg.png,"pantalon de jean liso azul y wide leg, en estilo old money y minimalista","Estilos: old money, minimalista",estilos
processed_preferences_images\a7254ba142fd8c8e93933ffdc8796b22_nobg.png,"pantalon de jean liso wide leg azul, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\a50d407f9c38e56a2dd95b2f591b1cea_nobg.png,"camisa celeste manga larga, en estilo old money y minimalista. pantalon de jean liso blancos rectos, en estilo old money y minimalista, con cinturon negro.","Estilos: old money, minimalista",estilos
processed_preferences_images\f28955ccd4e01b45adcc2464fd4c53a5_nobg.png,"camisa blanca manga larga, en estilo old money y minimalista. pantalon de jean liso azul recto con cinturon marron, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\a2c6ad483548bb3988fad982b1573836_nobg.png,camisa old money negra manga larga. pantalon old money de jean liso azul recto con dobladillo y cinturon marron.,Estilos: old money,estilos
processed_preferences_images\48c6b595e38c63f3f75196d6289d9cba_nobg.png,"short color crema, en estilo old money y minimalista","Estilos: old money, minimalista",estilos
processed_preferences_images\2c2fe0f64dc973e9920591aa53c20847_nobg.png,short deportivo negro con borde blanco y elastico,Estilos: deportivo,estilos
processed_preferences_images\1891867804818c5f794da660a590bab5_nobg.png,short coquette blanco con moños,Estilos: coquette,estilos
processed_preferences_images\9a6c581667b6785df333ef3fef9129b5_nobg.png,"top negro con dibujo blanco. short negro con elastico a juego, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\5d6261d8fb018e123fc4751ca0d3d027_nobg.png,"short verde con rayas blancas, en estilo deportivo",Estilos: deportivo,estilos
processed_preferences_images\1fe422ca0841f1aa2bca7eba0470ce82_nobg.png,"remera blanca escrita, en estilo streetwear. pollera de jean negra deshilachada, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\1ad3d929475e15e3dfc43ef7f33ee404_nobg.png,pollera rosa coquette,Estilos: coquette,estilos
processed_preferences_images\92bde865ba40064d5916c3b89010cbd3_nobg.png,"pollera beige, en estilo minimalista y old money","Estilos: minimalista, old money",estilos
processed_preferences_images\f42574ac6f3d0d47559671672765385a_nobg.png,pollera blanca deportiva,Estilos: deportivo,estilos
processed_preferences_images\d7ab9dd44b29ad509ebb84e3357b98f6_nobg.png,"camisa azul marino manga larga, en estilo old money. pantalon old money de jean liso acampanado azul claro.",Estilos: old money,estilos
processed_preferences_images\a8d67ed6d0f9a7197673bf4391c168c6_nobg.png,short deportivo gris claro con elastico,Estilos: deportivo,estilos
processed_preferences_images\d261a39f5e237ccb7cae33559d02f739_nobg.png,"top negro y pollera azul de jean larga, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\0fbe580a878843189aa09c6a032b7f04_nobg.png,"pollera de jean larga y azul, con abertura, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\d69d874acb92a79390c365ae58d1678e_nobg.png,"pollera de jean larga y negra, con abertura, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\8f45591067c5b711afb5ef3309ff2fb7_nobg.png,"short celeste y turquesa con ciclistas turquesa debajo, en estilo deportivo",Estilos: deportivo,estilos
processed_preferences_images\d8da96f9d4aebd7524f154a3317b053b_nobg.png,short negro deportivo sobre ciclistas blancos,Estilos: deportivo,estilos
processed_preferences_images\a04ced8f3863199208cb309fcf5b7c35_nobg.png,short negro deportivo sobre ciclistas negros,Estilos: deportivo,estilos
processed_preferences_images\c321bbbb6377efbf04bfce446cc8a930_nobg.png,minifalda pollera marron estilo boho chic con volados,Estilos: boho chic,estilos
processed_preferences_images\4574fedf56e569ac571e484d026e4c44_nobg.png,"pollera larga verde de varias capas y encajes en tono beige, en estilo boho chic. Crop top blanco de manga larga acampanada, con detalles en encaje.",Estilos: boho chic,estilos
processed_preferences_images\873ebac6419ec2d559f714895514f582_nobg.png,pollera boho chic larga con volados,Estilos: boho chic,estilos
processed_preferences_images\8b211028ec6ea81f08b3e0f6d96035ea_nobg.png,pollera boho chic asimetrica,Estilos: boho chic,estilos
processed_preferences_images\f503aee8fc4a6355497aa912cb7e04e9_nobg.png,pollera boho chic marron asimetrica,Estilos: boho chic,estilos
processed_preferences_images\5cc5b951cedd18d37d0dff63bc0bdf6b_nobg.png,pollera boho chic corta con volados asimetricos,Estilos: boho chic,estilos
processed_preferences_images\06ac8126ed335f67d8c316fbc8ac405b_nobg.png,pollera boho chic corta estampada,Estilos: boho chic,estilos
processed_preferences_images\16de2202fd5f1c3e159c39d901278281_nobg.png,pollera boho chic corta con estampado y volados,Estilos: boho chic,estilos
processed_preferences_images\9dda1121e2a0cf880bc61d4e4cce3239_nobg.png,pantalon boho chic de jean acampanado celeste con estapado floral,Estilos: boho chic,estilos
processed_preferences_images\66bf2bf8f3ac33e65501c210793ab76e_nobg.png,pantalon boho chic de jean estampado,Estilos: boho chic,estilos
processed_preferences_images\d52866ee7548c505d32288bd22ec6c0f_nobg.png,pantalon boho chic de jean con estampado de corazones,Estilos: boho chic,estilos
processed_preferences_images\44f37d9433ffb9d1605e4f8fda78e70a_nobg.png,pantalon boho chic de jean con estampado de flores,Estilos: boho chic,estilos
processed_preferences_images\42030ff9aad2ebed51b26b2613729c7e_nobg.png,pantalon boho chic de jean con estampado de flores,Estilos: boho chic,estilos
processed_preferences_images\2f959dd6f88cf6c832b98b4d37aac794_nobg.png,pantalon boho chic de jean con rayas arcoiris,Estilos: boho chic,estilos
processed_preferences_images\bc1d6d711c5eea8405cc8bd1c33b8bca_nobg.png,pantalon boho chic ancho estampado,Estilos: boho chic,estilos
processed_preferences_images\5e6e31765f70b31291f11bb625bb592f_nobg.png,pantalon boho chic verde ancho con bordado de flores,Estilos: boho chic,estilos
processed_preferences_images\373aa2f6bb11c971e89c6c0501bb463a_nobg.png,pantalon boho chic blanco ancho con bordado de flores,Estilos: boho chic,estilos
processed_preferences_images\0052b6bee5307aedbcf15acdc1615981_nobg.png,pantalon boho chic blanco ancho con bordado de flores,Estilos: boho chic,estilos
processed_preferences_images\47f1500d37883e50b3bd4ae84e1455b1_nobg.png,pantalon boho chic de jean azul con estampa de flores,Estilos: boho chic,estilos
processed_preferences_images\603834873745f4d236ef6b9df5f7c5a4_nobg.png,pantalon boho chic de jean marron con estampa de flores,Estilos: boho chic,estilos
processed_preferences_images\c3c09b174773c00f3cfea1b0342af143_nobg.png,pantalon boho chic de jean azul con bordado blanco,Estilos: boho chic,estilos
processed_preferences_images\563a09b0666548ab859ae971efcc549b_nobg.png,pantalon boho chic de jean azul con estampado de flores,Estilos: boho chic,estilos
processed_preferences_images\39e88fbbc22d8d8fa91cace2aff1adc8_nobg.png,pantalon boho chic de jean gris con flores amarillas,Estilos: boho chic,estilos
processed_preferences_images\b5d798e36aa7c93badc5df944c10061f_nobg.png,pantalon boho chic de jean celeste con detalles de flores,Estilos: boho chic,estilos
processed_preferences_images\89f3fba6e1e505908c81344a103d02a6_nobg.png,pantalon boho chic de jean lila con estampado de flores,Estilos: boho chic,estilos
processed_preferences_images\50327ebb257a5164df9085933686fe1f_nobg.png,pantalon boho chic de jean azul con estampado de flores,Estilos: boho chic,estilos
processed_preferences_images\42586cd6e52598fce84cea505981bae8_nobg.png,blusa boho chic blanca con mangas anchas y pantalon boho chic beige ancho,Estilos: boho chic,estilos
processed_preferences_images\6b45874c05ba45752a895d8b1a87396c_nobg.png,"remera blanca anudada, en estilo boho chic. kimono boho chic largo color terracota con bordados y flecos. jean azul claro de tiro alto y corte acampanado.",Estilos: boho chic,estilos
processed_preferences_images\d9de8eb23ab01337b91d3b01a984b27a_nobg.png,kimono boho chic naranja estampado. Remera blanca y jean celeste.,Estilos: boho chic,estilos
processed_preferences_images\b5448a8087d75423866b88e364aac38c_nobg.png,"pollera boho chic verde y larga con bordado blanco. Blusa blanca manga larga de hilo, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\2cef8f75736d89ad039fcd25c4cc323c_nobg.png,crop top boho chic blanco de hilo. Pollera boho chic larga y lila. Kimono blanco tejido.,Estilos: boho chic,estilos
processed_preferences_images\83a2aa4269f114773d0ddcd753d2f58d_nobg.png,"crop top blanco con mangas largas, en estilo boho chic. pollera boho chic blanca y larga. bots marrones y cinturon.",Estilos: boho chic,estilos
processed_preferences_images\9f9fd150929a2ff3019dc0e9d567bde3_nobg.png,pollera boho chic marron y larga,Estilos: boho chic,estilos
processed_preferences_images\3883162c004d1f28494a957b42368919_nobg.png,remera old money blanca,Estilos: old money,estilos
processed_preferences_images\7507af4e1725a7eb4d49cf409657cbe7_nobg.png,"remera chomba blanca con cuello negro y escote con botones, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\fb90fb6ceb25dab53996cb1080078c18_nobg.png,remera old money blanca con detalles en azul.,Estilos: old money,estilos
processed_preferences_images\db52b31c50ce3dc1db955a0eacb65a42_nobg.png,"remera chomba azul con cuello blanco, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\017ba082c1086b7e7dd3bb1b7be9e52a_nobg.png,"top negro y pantalon blanco, en estilo old money",Estilos: old money,estilos
processed_preferences_images\804f5d6f19c4f4cbf88df3022165b9fb_nobg.png,"camisa blanca con pantalón blanco, en estilo old money",Estilos: old money,estilos
processed_preferences_images\fa0eb3e2e93299379a41ae4d3ca53d78_nobg.png,pantalon old money sastrero marron,Estilos: old money,estilos
processed_preferences_images\32897e48f449a50bb655f7b472d8197a_nobg.png,pantalon old money sastrero negro,Estilos: old money,estilos
processed_preferences_images\4ccf4981f6dc7329a865e16f4a199fdc_nobg.png,pantalon old money sastrero celeste,Estilos: old money,estilos
processed_preferences_images\7480cfac5614daace90da4681ce6b8c6_nobg.png,pantalon old money sastrero gris,Estilos: old money,estilos
processed_preferences_images\88c05933feb00870cfb109a4bed920f0_nobg.png,pantalon old money sastrero blanco,Estilos: old money,estilos
processed_preferences_images\8390421ea765afc416a633fa9bf63b81_nobg.png,pantalon azul en estilo old money,Estilos: old money,estilos
processed_preferences_images\24f5d9fdd2136e32f94d6d95185b89d9_nobg.png,"pantalon gris, remera blanca y sweater negro colgado de los hombros, en estilo old money",Estilos: old money,estilos
processed_preferences_images\96beedc401212097708c3d64db5428e4_nobg.png,"pantalon blanco, blusa negra y tapado negro, en estilo old money",Estilos: old money,estilos
processed_preferences_images\b6b87b87862a5c85331f0270b56bcb07_nobg.png,"pantalon blanco y blusa azul, en estilo old money",Estilos: old money,estilos
processed_preferences_images\1d2e6819bd562afd43e4c144c923269f_nobg.png,"camisa satinada marron con pantalon marron y cinturon negro, en estilo old money",Estilos: old money,estilos
processed_preferences_images\480853de15ab348b6a648266376a1f50_nobg.png,"sweater con cuello blanco y tapado largo beige, en estilo old money",Estilos: old money,estilos
processed_preferences_images\480853de15ab348b6a648266376a1f50_nobg.png,pantalon old money sastrero blanco,Estilos: old money,estilos
processed_preferences_images\ff10b99439520465dead2e7ebbdb3338_nobg.png,"pantalon de jean liso wide leg azul, en estilo old money y minimalista","Estilos: old money, minimalista",estilos
processed_preferences_images\4acc2b6c897a70b0af5e1e2dddd85139_nobg.png,"Camisa satinada con escote, en estilo  old money",Estilos: old money,estilos
processed_preferences_images\4acc2b6c897a70b0af5e1e2dddd85139_nobg.png,pantalon old money de jean recto azul de tiro alto con dobladillos anchos,Estilos: old money,estilos
processed_preferences_images\0a3873e6d6bb8f006a001052c4367662_nobg.png,pantalon minimalista de jean liso wide leg de color celeste,Estilos: minimalista,estilos
processed_preferences_images\61d31e2a15809da54ce1be905620a3fa_nobg.png,pantalon minimalista de jean liso wide leg celeste.,Estilos: minimalista,estilos
processed_preferences_images\b0e5004aecd0704cf525a94c37bbbfb8_nobg.png,pantalon minimalista de jean liso recto celeste,Estilos: minimalista,estilos
processed_preferences_images\179de464ca6c8478afa1dc9d38dc9deb_nobg.png,"pantalon negro ancho, remera blanca, saco gris y zapatillas, en estilo minimalista",Estilos: minimalista,estilos
processed_preferences_images\17ad71bd55ec4e8fde61033d1f1828e4_nobg.png,"pantalon crema ancho, remera blanca, saco beige y zapatillas, en estilo minimalista",Estilos: minimalista,estilos
processed_preferences_images\3ba3ca54a01dbb3e82716e9443565d5e_nobg.png,"pantalon gris ancho, en estilo minimalista",Estilos: minimalista,estilos
processed_preferences_images\3ba3ca54a01dbb3e82716e9443565d5e_nobg.png,"remera blanca y chaleco negro, en estilo minimalista",Estilos: minimalista,estilos
processed_preferences_images\99d165d6a09bda07e7ee4e88276ade15_nobg.png,pollera de jean minimalista,Estilos: minimalista,estilos
processed_preferences_images\9446d8de10aa72541005e3cc0e12e75f_nobg.png,pollera de jean minimalista tableada,Estilos: minimalista,estilos
processed_preferences_images\9d3d523b7e1378523a192ab7ed51dd95_nobg.png,pollera de jean minimalista,Estilos: minimalista,estilos
processed_preferences_images\0725650a54fe6dc4fe25bc7c18061483_nobg.png,pantalon minimalista de jean color celeste y pierna recta,Estilos: minimalista,estilos
processed_preferences_images\35f6b781aa157fdde109554f9c373da9_nobg.png,pollera de jean larga minimalista y blanca,Estilos: minimalista,estilos
processed_preferences_images\7bb76c4dc198bd950d2b0622cc9a199c_nobg.png,"pollera azul de jean larga con tajo, en estilo minimalista",Estilos: minimalista,estilos
processed_preferences_images\ba505c7af0177493447b4227d005fec5_nobg.png,"pollera negra de jean larga con tajo, en estilo minimalista",Estilos: minimalista,estilos
processed_preferences_images\d65b95f5a112567b7f911584a724fd71_nobg.png,"pollera celeste de jean larga con tajo, en estilo minimalista",Estilos: minimalista,estilos
processed_preferences_images\c803f14a97b4ed3c1c81d9ff441c7067_nobg.png,"pantalon crema, top blanco, saco blanco zapatillas blancas, en estilo minimalista",Estilos: minimalista,estilos
processed_preferences_images\3680b19114ab64918436583e76a67b87_nobg.png,"camisa rayada azul y blanca, pantalon sastrero negro y zapatillas blancas, en estilo minimalista",Estilos: minimalista,estilos
processed_preferences_images\5b0aa0e0c8cdc427e8f0429cade09d0f_nobg.png,"pollera celeste de jeans con volados, en estilo streetwear y minimalista","Estilos: streetwear, minimalista",estilos
processed_preferences_images\1c7c825f27c5972a4acc599b81be4e90_nobg.png,"pollera de jean, en estilo minimalista y streetwear","Estilos: minimalista, streetwear",estilos
processed_preferences_images\3a32a21e796819fff989f8ed24a7d9fb_nobg.png,pantalon de jean estilo streetwear de pierna rectoa y con roturas. Tiro alto. Color negro desgastado.,Estilos: streetwear,estilos
processed_preferences_images\d607d0ce1d992d32f98fe77f29eb2336_nobg.png,pantalon de jean cargo streetwear celeste.,Estilos: streetwear,estilos
processed_preferences_images\47810b401b8a6d9db3f3f37bdbaa68dc_nobg.png,"pantalon de jean cargo negro, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\0e78fecae11648382c656618dbbf9738_nobg.png,pantalon de jean liso recto en estilo streetwear. Color celeste oscuro.,Estilos: streetwear,estilos
processed_preferences_images\ac8c364c8831d8ba7ecc7abc7dea2059_nobg.png,"pantalon de jean recto negro desgastado, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\af23fc545c4278266455c682b6a93401_nobg.png,"pollera de jean azul, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\acfe620a20f6bc401f3d03a98936278f_nobg.png,"minifalda pollera de jean gris, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\52a5fe42e43acf4743a0bceffce11162_nobg.png,"minifalda pollera de jean blanca, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\ba26ce01f4e54f3f3164c9fc36c5cfdc_nobg.png,"minifalda pollera de jean desgastado, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\67286ee1d9fd38afc491bed495f04030_nobg.png,"short negro cargo de jean, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\5a04f53ec2c663577a1e6aff3f401c2a_nobg.png,"short bermuda de jean negro desgastado con dibujo blanco, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\e861c8bf215c0f43e33a2724739deabb_nobg.png,"short bermuda de jean celeste, en estilo streetwear",Estilos: streetwear,estilos
